,raw,output,predict
273480,sumar tanjung gusta medan helvetia,2,2
158441,"mitra keramindo, raya hassan, no 44 mojosari",3,3
4443,"capstone bogor sanc dalam,",3,3
24933,"cut nya din, penganjuran kel.",0,2
273200,"quin stile, tent pela, ciamis ciamis",3,2
229131,"masjid baiturr bligo raya ambo kemb, bligo",0,3
113173,"bim three fokus, taman raya tahap iii, batam kota",3,2
92362,blok a los e no 52,1,1
99974,"angg i, 3 duren jaya rt 1 16 bekasi timur",2,2
95971,cicadas buni cisolok,2,2
165197,"taman gading,",1,1
225679,"bali tra, gunung gun, no 25 kuta utara",3,2
23544,"warung bakso arjuna samping kantor pm, jl. iskandar muda, perapat tim., babussalam, kabupa",3,3
248455,desa tanjunganom rt 05 rw 05 dusun jetis patokan,0,1
297850,"miroto sete barat, 9 3 50134 semarang tengah",2,2
271080,ped raya 48 kapuk rt 5 10 cengkareng,2,2
88847,padomasan tangk per no 151 jombang,2,2
280915,"ciman, ciputat",2,2
33390,"urip sumoh, 503 tanjungsari cikarang utara",2,2
85072,"info lpse musi banyuasin, kop hana 30712 sekayu",3,2
286251,raya ked - ngan no 206 mojoroto,2,3
287133,cikokol sea raya 51 rt 3 2 tangerang,2,2
105859,setiamanah jl. pojok uta gg. karya muda 4 20 rt 1 rw 4 40524 cimahi utara,2,2
191025,jl. cita mo. cihampelas,2,2
221593,salon rembulan bu ajir butun gandusari,1,1
278554,"bakso bakar mal, pajaj klojen klojen",3,3
125436,"sunter permai raya, ruko nirwana sunter asri tahap 3 blok j2 no.9 (salon hewan drh cucu)",1,3
243585,"man ii, 177 pijat tuna netra bambang s romlah, wage",0,2
51799,"ciawi i, rawa barat kebayoran baru",2,2
291221,"ser m. yunus, the hok jambi selatan",2,3
202659,"perumahan surya asri, sidokepung kel. buduran",2,2
211833,rusun pulo gebang blok b no 301 rt rw :008 011 kelurahan :pulo gebang,1,1
172455,"haji man salim, 12a srengseng rt 4 2 kembangan",2,2
92701,majelis taklim nurul ism geger,1,1
219867,"kota tinggi sisin, no 47 28156 pekanbaru kota",2,2
103739,"mega prima solus, ir. h. jua, bekasi selatan",3,3
182382,barana vete utara 171 4 90143 makassar,2,2
44818,"bkr, no 11",0,2
231769,"bar jaya i, gubeng",2,2
98791,"tk car raya tugu, tugu",3,3
169285,gad serp boule 65 west pakulonan kelapa dua,2,2
287611,"akor, 130a tunggulwulung lowokwaru",2,2
228075,buana impian 2 blok wish c 19 rt rw :003 028 kelurahan: tembesi kecamatan : sagulung kabup,1,1
153713,"mush arra,",1,1
51825,panj art kel dua raya rt. 06 04 sukabumi utara rt 6 4 kebon jeruk,2,2
230225,sam ratul c 17 sum cahaya toko bayangkara,3,3
36393,"cigadung sek kaler, 62 40191 cibeunying kaler",2,2
221296,bagus kuning lor lama 833 plaju,2,2
98455,boe 1 hasanuddin mandai,2,2
160385,cilandak timur vi ampe g mas no 4 rt 11 4 12560 pasar minggu,2,2
71833,"artha wah prat d. pt, meng baba, 8 8 babatan wiyung",2,3
288756,"tegal uma villa, tirta tawar, ubud ubud",3,3
94714,raya bogor 56 nanggewer cibinong,2,2
274005,cip motor jln. otista raya no78 sasak tinggi ( samping bakmi sangrila),3,3
56286,con batu ampar 2 batu wadas batu ampar kramat jati,3,2
263743,"gg. amsar, bojong indah parung",2,2
67670,"har cell, cima, no 156 jayaraga",3,3
56737,jalur rumah adat dan bukit selong sembalun lawang,1,1
16741,jakarta islamic school (jisc). komplek kodam. jalan manunggal i no. 17. cipinang melayu.,3,3
44696,"simomulyo gg. kali, no 31 8 sukomanunggal",2,2
193560,"pakulonan barat kel puan xiii, no 10 rt 5 12 15810 kelapa dua",2,2
148381,"adi foto digi, paru, parung",3,3
184521,cent park rege no 8 8 ketintang kel. gayungan,2,2
270633,jl waringin raya no 26. depan taman pintar,3,3
154999,m. saidi raya 29 rt 4 6 petukangan selatan pesanggrahan,2,2
95469,"mars raya, pisangan kel.",2,2
50532,"suma 121 ger kris oikumene perum 3, teluk pucung",0,2
221313,"paguy 2, bojongsari kel. kembaran",2,2
109692,nusa indah raya i periuk,2,2
255485,"raya pagel,",0,2
117953,"jl.engku putri ,kawasan executive industrial park, blok c no.3a batam centre, batam",3,3
150037,niaga 1 30 bojong rawalumbu 20 rawalumbu,2,2
47093,"cika, no 105 lotek mbak ibut,",3,3
35103,man gg. cemp. v no 32 segala mider tanjung karang barat,2,2
131812,jl garuda bawah belakang rptra anggrek bintaro gudang mebel no 35,3,2
149652,jln. pangeran ratu terminal jakabaring bis juminten. pampangan. kalau tidak tahu telpon sa,3,3
148367,pulo gebang pulau bida iv 1 rt 4 10 cakung,2,2
161730,tebet barat i tebet,2,2
10566,cibinong ana ii 31 16911 cibinong,2,2
161142,"graf indah ii,",2,2
196112,jakasampurna jeng 3 57 5 17145 bekasi barat,2,2
82046,ketin 3a rw 6 gayungan,2,2
108851,vete 27 parit lalang rangkui,2,2
215652,kantor terminal bus pasar minggu,1,1
287674,"gang kerta ix b, 47 salonku,",3,2
22281,"merp war imul, medan sunggal",3,3
158754,mush al-ghu,1,1
296460,"dekat masjid al-mujahiddin aras kabu, 1 dusun amal desa aras kabu, kecamatan beringin",1,1
268095,"toko sinar cemer, panj raya, kebon jeruk",3,3
180806,baranangsiang cemp raya no 128 rt 5 rw 6 bogor timur - kota,0,2
276464,rusun cipinang besar selatan blok b218 rt 16 rw 05,1,1
12414,"rest bubur pedas, cen, tengah pontianak kota",3,2
52151,"dan 3, 8 bekasi jaya rt 7 rw 13 bekasi timur",2,2
145300,jln.sritanjung no.17. warung ningrum timur taman sritanjung.,3,3
36567,"surya jaya mart dan travel, sawoo",1,3
106144,"yos suda, no 153 berl abadi hotel,",0,3
184803,nasi 5 no 17 ciborelang jatiwangi,2,2
111766,"tangkahan ntc spice cv,",1,3
191246,nam. ii 10 mampang pancoran mas,2,2
269818,abu hani air merah arga makmur,2,1
156465,jl. kar pila gg. raja 98 karang pilang rt 6 2 karangpilang,2,2
9144,"jati mekar, jatimekar kel.",2,2
27039,swad k 15 pondok labu rt 2 4 cilandak,2,2
243212,grya asri timur 3 8 rt 7 4 mekar jaya sukmajaya,2,2
9112,kebaman srono - mun 93,2,2
283000,"han multi mand, klampis asem gang mas, no 25 1 klampis ngasem sukolilo",0,2
46711,pos asrama mahasiswa its jln teknik elektro,3,3
223820,gedung mnc picture lt 2 patung rajawali samping tol kebon jeruk,1,1
288979,sawah lio iii no 4 jembatan lima rt 8 5,2,2
183014,"ngin intan ten, 33 fried chicken magada rw 9 ngiden jangkungan",3,2
221928,"sd negeri 12 delta pawan, gajah mada,",2,3
98008,"rawa buaya jag mas ii, 16 rt 13 rw 9 cengkareng",2,2
223642,"de latinos cluster hacienda mexicano blok c15 no.9, kec. setu, kota tangerang selatan",1,1
171867,toko peral rumah tangga anyar pasar andir,0,3
219430,"durian labu, manggopoh",1,2
27164,taman surya indah ii,2,3
106112,"pray dr h jend sudi,",3,3
100523,"spbu pangk keri, lin timur keri, pangkalan kerinci kota",3,2
221352,gg. x b no 41 ngagelrejo wonokromo,2,2
52728,haji sai no 19 susukan rt 8 4 ciracas,2,2
277849,"griya mitra mustika, blok g no.3, jl.mandor demong, rt07 rw 06 mustika dari mustika jaya",3,3
177518,simpang stasiun sicincin no.rumah 134,1,1
57664,sukaasih cend 3 10 rt 1 2 pasar kemis,2,2
83704,pol walen,1,2
266431,kan 14 cakung barat rt 3 4 cakung,0,2
118219,"timor, 23 general insurance agency pt",0,3
172932,"penggalangan dusun i, 20998",2,2
255455,"selabintana wetan,belakang radio elmitra rt 12 rw 04",1,1
229967,kebon pala usman harun 10 rt 6 5 makasar,2,2
126057,teri kalisapu slawi,2,2
217662,seser 42 medan amplas,2,2
246457,talok mentar 45 turen,2,2
147297,"goshen travel pt balai pust timur, no d 6 rw 9 13220 pulo gadung",3,3
225128,"pt. cahaya murni timur jaya., kel dua, jayapura selatan",3,2
173661,"jasmine salon, setia budi v gang i, setia budi",3,3
55827,"raya timur singap, no 89 mie baso sari rasa suka mulya",3,3
39683,"cipondoh irig sipon, no 70 rt 3 3 cipondoh",2,2
94037,"con manis, 32 manisrejo",2,2
266552,merp 14 cibening,2,2
241220,gg. pen binjai medan denai,2,2
239142,kecamatan glenmore dusun kalitelepak sumber tempur,0,1
262389,"pt. acceler busi emin, andi tonro, tamalate",3,3
203577,kap yusuf 15 batu city ciomas,2,2
179419,teluk cen 1 no 13c arjosari blimbing,2,2
258085,sosromenduran dagen no 69 55271 gedong tengen,2,2
103799,kamp cre 42 sukadamai rw 1 cikupa,2,2
73748,"perumahan perhubungan darat bloc c no 54, cibuntu,kec cibitung",1,1
130151,"solear raya cis - ady sol, solear",2,2
31294,irig sipon poris plawad utara cipondoh,2,2
203029,kampung cibogo sebrang rt 02 rw 04 desa ciseeng kecamatan ciseeng kabupaten bogor,1,1
95766,panda barat 6 5 50246 pedurungan,2,2
91149,"zoya, lama 4,",3,2
220300,"grosir dtm.s, besar gedangan-, tanah rakyat",3,2
3694,"swa barat 9, 30 rw 13",2,2
49125,"surya jaya, kh agus salim",3,3
49538,tamansari santawi 12a 6 bondowoso,2,2
229952,"kh ahmad dah, aek kanopan timur kel. kualuh hulu",2,2
282903,"kp.kiaraeunyeuh rt 04  rw 04 desa banyusari,kecamatan katapang (bale ummi , mamah yati)",1,1
203446,"anug mate, dongk,",0,2
161454,"hani laundry, cem angin, koja",3,3
13483,"gajah mada, no 221a toko surya gemi ilufa, rw 1 mangga besar taman sari",0,3
97003,muti 2 pijat reflexi poriz indah tangerang bencongan kelapa dua,3,2
264197,"beng mobil ian, seburing",1,3
223684,siantan hilir gang pakuk raya 4 pontianak utara,2,2
265993,"tb bumi abadi,",1,1
188689,"jl. teknik elektro, asrama mahasiswa its, keputih,sukolilo, kota surabaya,jawa timur",3,3
278599,"gub jaya viii, no 2b rw 2 gubeng kel.",2,2
223331,"bpjs ketenagakerjaan slipi, dipo tower, jl. gatot subroto no.kav. 51-52, petamburan",3,3
225974,"kota lama pondok pecel lele gk, lin timur,",3,2
31518,kamp rawa bur 10 rawa burung rt 1 3 kosambi,2,2
111951,jati kra,2,2
146072,sd negeri 038 inpres karama tangnga-tangnga,1,1
273701,bala iv 175 mekar jaya sukmajaya,2,2
40062,bar 4 jatimulya tambun selatan,2,2
31193,"kapuk waru 1b, 14b rt 1 14 11720",0,2
206229,"jl. hang tuah, kampung rempak rt 5 1 siak",2,2
184829,jl. raya mand rt 3 3 mandiraja pemalang,2,2
8864,virgo elektronik raya cibu leuwiliang,3,2
102797,"pluit kar per 3, 9 rt 10 15 pluit kel.",2,2
199655,keta iii 6 nyamplungan 10 pabean cantikan,2,2
246166,provinsi lampung kabupaten way kanan kecamatan way tuba desa way tuba,1,1
83322,kesiman petilan sula 22 denpasar timur,2,2
56156,gg. pa. oyon 89 jamika bojongloa kaler,2,2
168962,"wow waffle cafe, babar catur tunggal depok",3,3
259177,"del, 16 jatijajar 8 tapos",2,2
211787,sungai tuha kemang raya martapura,1,2
11895,"tanjung mulia hilir kel. alf raya, no 56a 20241 medan deli",2,2
288522,"angg 4, no 1 2",2,2
102898,"toko house of comp banjar awang sejahtera, pangeran",3,3
162014,"sos, 33 wijaya kusuma rt 4 rw 2 grogol petamburan",2,2
29503,jelambar baru jl. jela baru borob 45 rt 4 1 11460 grogol petamburan,2,2
42601,"angg situ, no 19 45323 sumedang utara",2,2
162534,kauman band 587 67153 bangil,2,2
100912,"tajur trade mall raya tajur,",0,3
213113,pulau pay tanjung priok tanjung priok,2,2
261258,"sate keyla, kolam indah ii, lubuk begalung",3,3
263718,"mutiara hotel, rinj gunungsimping cilacap tengah",3,3
159188,kisa kagungan kel.,2,2
88014,pakal raya beji surabaya 4 pakal,2,2
297296,jeren abdul rah 79 bengkayang,0,2
223445,"jasmani adi h toko, raya kro, pasilian",3,3
194987,"kb mardisiwi tangk,",1,1
31354,tvri durian sambas,2,2
199061,"ud asa ber, raya pare diwek,",3,3
282914,"rak, 17 merdeka kel.",2,2
262,jalan sumur bor raya rt  rw 004 012 kel. kalideres kec.kalideres_jakarta barat,0,3
7751,jl. asia afr lot 19 gelora sena city lan lg unit l-06b1 rt 1 3 tanah abang,3,3
177202,kamp jati 1 jatimulya,2,2
166725,serma muh baru situ sumedang utara,2,2
64672,"belakang pasar pspt, tebet timur dalam v f no. 4",1,2
88287,sukajadi cent raya no 7 batam kota,2,2
218984,"rm pusaka min, pahl revo no 2c 3 pondok bambu",0,3
254182,kerto gampeng gampengrejo,2,2
53422,"rotan i, 41 bencongan indah kel.",2,2
263727,"visimedia kroya, calah, binangun",3,2
43464,"suria, gajah mada, no 15 dauh puri kangin denpasar utara",2,2
62802,pantai oesina kel.lifuleo kec.kupang barat,1,1
271463,cibubur tar jaya 52 rt 8 13 13720 ciracas,2,2
201155,"toko bang putri husna,",1,1
184530,"perumahan tanjung selamat lestari, kota medan,medan tuntungan, sumatera utara,id,20134",1,1
159409,tk seroja,1,1
211700,"war 24 jam, raya jati,",3,3
31439,"ruko planet green 4 jl sumargo lamongan, tlogo anyar",0,3
282887,gg. pund 44 ngadirejo,0,2
138188,kemu 4a 45 pejaten timur rt 9 6 pasar minggu,2,2
99896,han ra tanah sereal tambora,2,2
145253,madras hulu dip dalam 20151 medan polonia,2,2
145245,"mas al jauh, haji ubad, no 100",3,2
5019,"malfindo cv sawah mede, kalideres",3,2
252882,"balai kamb, pamekasan",0,1
76926,komplek damai resid sungai rengas sei sungai kakap,1,3
135707,hd jaya steel tambakdahan,1,3
225159,"simpang emp padan bojone, kh agus salim,",3,3
104926,"jogja elektr, suti,",3,2
153486,"interior 88 toko, cika baru raya, no 3b mekar mukti cikarang timur",0,3
194853,jatiwarna pasar kec 34 rt 4 1 17415 pondok melati,2,2
39259,"ac rumah, purwo lempake",3,3
100972,ant barat i sawahan mentawa baru (ketapang),2,2
219114,"kan desa mangkunegara, sagoe",1,1
159120,taman sari 78 mayung gunung jati (cirebon utara),2,2
105927,sidotopo wetan randu barat viii 8 rt 2 12 kenjeran,2,2
46028,dah raya sumberjaya tambun selatan,2,2
145795,"kedoya utara baha, 51 10 11520 kebon jeruk",0,2
154533,kan joce lada utama,2,3
276871,"depo ii, 107 prenggan kotagede",2,2
226408,ibra sat cinta raja sail,2,3
272815,"raya seba sd negeri seba 1,",3,3
136355,"slb muhamma kel tgh umar, kelayu selatan",3,2
234592,puri taman sari manggala,2,2
278770,"mts swasta azizi, mas tau medan perjuangan",3,2
194651,kenali asam bawah a mult 34 36129 kota baru,2,2
248984,pal merah utara ii 105 rt 5 16 palmerah,2,2
158318,genteng kulon muria 32,2,2
180404,"kelurahan tambora kec.tambora jakarta barat rt, 005 rw06 no 29",0,1
4423,"gerai tiki asog 19 pangeran sog, bogor utara - kota",3,2
126768,indom jl gar no20a kemayoran kemayoran,3,2
219600,"raya ban simu, pendidikan sunan giri malang,",3,3
144805,lolu selatan tanj pan 82,2,2
104231,a. a gede ngu abian tubuh baru sandubaya (sandujaya),2,2
147060,sent lama sei kera hulu medan perjuangan,2,2
2543,"parangt pengin selera, parangtritis kretek",0,2
102036,"gg. kasah 1, sungai kapih sambutan",0,2
13771,sab no 7 rw 12,2,2
77810,"beng motor tri wid, kaliancar",0,1
114856,laksa mar leato utara dumbo raya,2,3
109462,"ment atas dalam, menteng atas setia budi",2,2
61147,del wancimekar kotabaru,2,2
4607,gg. ikan mas iv tanjung laut indah bontang selatan,2,2
167958,taman borob timur ix no 13 rw 10 semarang barat,2,2
179400,terang-terang m.noor no 56 92511 ujung bulu,2,2
165945,kem plu 171 grogol utara 5 kebayoran lama,2,2
292875,"indra ii, 26 rt 14 9 bekasi timur",2,2
123911,letj s.pa 129 sungai pinang dalam sungai pinang,2,2
76857,"kp.kawung rendeng rt.03 rw.04 , desa sukaratu , kecamatan banyuresmi , kab.garut",1,1
225680,dolat rayat tah (ta hutan raya) 22152 dolat rayat,1,2
181411,"bu atul, raya sembalun lawang, sembalun",3,3
203007,"liman mukti utara, pedurungan",2,2
241214,"kur motor,",1,3
84967,jl. jend sudi lemahmekar,2,2
46041,"madr, kalibata kel.",2,2
69217,"manda cell, perd teru,",3,3
38377,"kap aswar, baturaja timur",0,2
152099,pemecutan kaja gg. angsa 12,2,2
71959,situb - ban sumber waru banyuputih,2,2
215594,"kadrim, raya kuala penet,",3,2
62317,joyo 27 rw 7 wonokromo,2,2
161794,perumahan kft blok a5 no 32,1,1
107529,pondok ranji yakta raya 32 rt 5 1 ciputat timur,2,2
121519,"tent pela no 19 toko arj cell, jetis",3,3
139984,pulo gebang raya stas cak 93-96 rt 14 3 13950 cakung,2,2
271815,gg. arw 23 rw 9 benowo,2,2
265238,tk negeri 1 nanga tayap nanga tayap,1,1
224210,"fan, pat nag, suka dame",3,2
10010,tengkerang barat teru gg. teru 1 13 marpoyan damai,2,2
124000,cakung timur gg. tam ren 72 rt 8 4,2,2
22170,"sukahaji kel. jam, 146 40221 babakan ciparay",2,2
215440,alfa tim cipedak jagakarsa,3,3
266853,"toko nab, gajah mada,",3,3
226163,jeruk purut 19 cilandak timur rt 1 2 cilandak,2,2
16253,jl. karanggetas no.23 (surya toserba lt.dasar - konter no.20),3,3
4654,"gun bromo,",2,2
94293,a hak 50 kampung besar kota rengat,2,2
291666,batursari puc adi raya mranggen,2,3
111399,gadung raya rand lakar santri,2,2
230985,"majelis ta'lim al-in, harapan jaya",1,1
223459,"h. sai, no 16s pondok pinang rt 12 rw 8 kebayoran lama",2,2
144161,manyar sabrangan manyar tirto sela iii 1 5 mulyorejo,0,2
22136,let jamin gint tambak lau mulgap i brastagi (berastagi),0,2
291250,sut onyx 5,2,2
66094,bulu lor erow utara 200 9 semarang utara,2,2
91883,"firda aliya""market and cafe "" warung firda, cipicung, bengbulang,",1,3
19505,cileunyi wetan cipa 56 c 45363 cileunyi,2,2
230078,re mar 11 panglayungan cipedes,2,2
207049,cipanas kel. cipanas,0,2
155867,"toko obat perm per,",3,3
144176,"abe, 55b cibogor rt 2 3 bogor tengah - kota",2,2
258650,adi suci 28 rt 1 8 belendung benda,2,2
104712,raya bima 25 70238,2,2
168042,mal api-api bontang utara,2,2
265757,untidar kam sidotopo 56114 magelang utara,1,3
49793,kepuharjo jend ahmad yani 121-123 lumajang,2,2
115119,raya wen barat 93 mangliawan pakis,2,2
89502,"toko kelon, cari 3",3,3
40899,jl.srikandi atas no.8 jatikramat indah estate jatiasih,0,2
39262,"bogow, pakunden sukorejo",2,2
239834,palapa 3,2,2
232975,"dr. setia, no 163a shaka-rep' q, tegal timur",3,3
36254,gra bint barat iiia 60 pondok kacang barat,0,2
213193,"aan waroeng and caffe, tumpak",1,3
153013,"toko kelon perum pemda,",2,3
93362,"pondok bakmi mas suryo, pon kel sela 6, pondok kelapa",3,2
77868,pekayon jaya gg. hdi 64 rt 3 22 17148 bekasi selatan,2,2
21085,"sunarni, brig kata no 1 53114",3,2
102745,perum grand perm belendung kel.,2,2
11214,"ban sari 2, no 2 6",2,2
70830,"toko mas suka hati, komp tanj pan batu ampar",3,3
225684,grogol rs sum waras 2 2 grogol petamburan,1,2
240439,terminal pulo gadung posko lmp & sianturi,1,1
40061,"pli, kayu putih rt 1 rw 2 pulo gadung",2,2
282261,empat 53 pulo brayan bengkel medan timur,2,2
162747,"kolonel abdu saleh, no 34 cikalang kel. tawang",2,2
125569,"sek v pintu ii, 50 sudimara jaya rt 3 rw 7 ciledug",2,2
248033,"rapia mayor das,",3,2
243894,"smp pemda rantauprapat, rantau utara",1,1
270419,mal 10 dauh puri denpasar barat,2,3
125938,purbosuman may 48 ponorogo,2,2
202794,perm mer 1 13 rt 18 rw 4 kembangan,0,2
166307,jl.sekehaji raya j2 no20 36(quranic school abdan syakuro depan taman jati endah)rt05 rw19,3,2
55699,kutisari kuti indah barat v 26-2 4 tenggilis mejoyo,2,2
174334,"sat iv, 22 pademangan barat rt 12 1",2,2
272038,pegadungan taman surya permaja 49 3 kalideres,2,2
101308,weda sor pukat gatak,1,2
107076,"upt-tik universitas jember, jalan kalimantan no. 37 kampus tegalboto",3,2
297136,"prumahan graha mustika cileungsi, bojong-klapanunggal, kabupaten bogor, jawa barat 16710",1,1
111280,"v - tiga kur hp tanj selor,",3,2
163084,"nayna, indu,",3,2
172013,"bakti i, kemanggisan",2,2
149778,"toko foto murni, margo, pringsewu",3,3
54370,"bank syar mandiri. pt, lin timur,",3,3
149592,toko pertanian sum rejeki i,0,3
32049,"boys n girl, raya lemb, 198 lembang lembang",3,3
110288,"bint mas rez nusantara harc man dua,",3,3
221639,pondok galuh belakang sman jatinangor,1,1
156094,raya perum tas kalitengah tanggulangin,2,3
9573,"nando, brig sla riy laweyan",0,3
48118,"rumah novellita, anjatan",1,1
14525,"pondok griya putra utamanya, temu gang man 1, 57552 grogol",3,2
92280,"tarbiy al fallah raya ciam, ciampea",3,3
182291,imam bonj gg. v 4 sisir batu,2,2
130132,bsp regency jl. april a-1,3,3
7616,"tk, mattoanging",1,1
116695,buntu h. saiti 55b rt 6 4 12440 cilandak,2,2
239043,sungai pinang luar jl. arief rah hakim arief rah hak gg. iii 4b 75123 samarinda kota,2,2
31524,nan 5 kamonji palu barat,0,2
53359,"rm padang muaro jaya, jl urip sumoharjo komplek ruko sambong no 05",3,3
143384,margasari baja iii rt 2 4 15113 karawaci,0,2
48476,j hasan must 2 rt 4 cibeunying kidul,2,2
288876,"dana bird letjen supr, bawang",3,3
156460,"re mar no 69 nasi uduk cs, telukbetung selatan",3,3
66801,kalibata kali timur 1 a 21d rt 7 10 12740 pancoran,2,2
295254,k. h. mas mans 38 bendan pekalongan barat,2,2
214996,kuningan perm hijau no 24 8 semarang utara,2,2
216142,panc 32 rt 3 6 pasirkuda bogor barat - kota,2,2
116661,"pantai baro geb,",0,1
27662,yos suda 79 kalijaya cikarang barat,2,2
30771,"araf ud, raya ban, banjar sari",3,3
164971,per neg xi 11b rt 1 5 rawasari cempaka putih,2,2
