,POI,hash_raw_address
229501,soto betawi amanda,soto betawi amanah kirana cikarang cibitung
229502,bengkel las kecana mandiri,dr ratna notaris 50 bengkel las kec mandiri jatikramat
229529,bengkel motor rayhan,bengkel motor ray soekarno hatta bagan besar
229563,"perumahan damar mas, mang layang 4",perumahan damar masjid mang layung 4 kama kamasan banjaran
229567,waroeng kerang pulutan,waroeng kerang pulungan raya jek 
229568,powalaa kel.,powalaa kel powalaa pakue tengah
229571,warteg sederhana,jombl legok notaris 1 warung sederhana rw 1 candisari
229584,makam kyai rohmad noroto,makam kyai rohmad nor kaliangkrik
229640,taman pendidikan al qur'an sebelas maret glagah,taman pendidikan al qur an sebelas maret glagah glagah
229686,pdam familu 83,pdam family 83 pempek baloi permai
229688,sdn cisalak 1,sdn cisarua 1 sukmajaya
229689,denver street market,dental street market kuta selatan
229700,rm cepu anyer-cilegon,rm cepu anyer c brigjend katapang tegalratu ciwandan
229702,marielle skin care,ruko sentra niaga t1 16 mari skin care rw 2 kembangan selatan
229715,rm. padang si kamba,rm padang si kamba pangeran antasari plumbon
229776,mushalla at taqwa,musholla at taqwa karang jati
229778,kios ayam & kelinci arjun,lintas timur kios ayam kelinci arjun mataram baru
229801,bengkel sepeda ora nyan,gatot subroto notaris 469 bengkel sepatu orange nyan randudongkal
229809,toko sulaiman,toko sulawesi batu betumpang
229810,lecha's waroeng,lecha waroeng pausnet 
229811,pesona cinere residence cluster barcelona tahap 1,gang siat i notaris 37 pesona cinere residence cluster barce tahap 1
229827,candra sepatu,cantik sepatu mutiara bunda banjar agung
229836,platnomer stempel kunci l-men,platnomer stempel kunci l menara raya gabrah jatiroto
229849,masjid al-muhajirin,ledok masjid al muhajirin soekarno hatta notaris 146 50732 argomulyo
229861,sd negeri pasanggrahan 2 cilawu,sd negeri pasanggarahn 2 cilaki 
229866,perum. permata candiloka,mari 10 balonggabus permai permata candi candi
229893,pangkas rambut darajat,pangkas rambut dara penggilingan 
229897,apartemen kalibata city,apartemen kali city tmp kali 
229934,service komputer,service komplek belajar widoro 
229941,widhis salon,widuri salon hang tuah sanur kaja denpasar selatan
229950,seru.net,seruput raya pakis pakisjajar pakis
229963,rm bangka bong ligets,rm ban bongkok ligung nakula raya
229981,smp negeri 4 rimba melintang,smp negeri 4 rimba melin tanah putih
229989,karunia jaya abadi. cv,karunia jaya abadi cv pempek
229994,warkop dg anca,galangan kapal warung dg anca tallo
230007,tb. rudis jaya - toko bangunan,tb rudis jaya toko bang sukar 
230032,praktek dr. tri fitrianti,praktek dr tri fitri
230035,mutiara permata. pt,mutiara permata pt villa hang lekir baloi permai
230038,sop ubi & nasi kuning,sop ubi nasi kuning
230040,pt. chandra nuansa gemilang,bypass ngunan raihan notaris 2e 25 pt chandra nuansa gemilang pedungan
230063,memey accessoris,memey accessories bujung tenuk 
230070,rm. anugerah,rm anugrah mesjid 
230075,hen abc indonesia. pt,daan mogot notaris 158 hendra abc indonesia pt rta 12 cengkareng timur cengkareng
230099,usamartin. pt,usamartin pt gunung sahara gunung sahari selatan kemayoran
230105,muncul. ud,muncang ud undang kulon genteng
230124,"bidara arab, tin dan zaitun tembilahan.",bidara arab tinggi dan zaitun tembilahan sun beringin sungai beringin tembilahan
230154,warkop pak taleb,warung pak taleb ulee madon
230183,yafiiq enterprise,yaf enterprise belian batam kota
230188,agen telur bu siti aminah,agen telur bu siti ami rejotangan
230199,andatu seal,and seal hayam wuruk taman sari
230206,itc mangga dua,itc man dua man dua raya ancol pademangan
230216,photo copy delima perdana,photo copy del perdana pandanaran notaris 11 cileunyi
230219,aero boutique,aerobic boutique 
230220,kantor akuntan publik drs. s sinuraya & rekan,kampung melayu kantor akuntan publik drs s sinuraya rekan durian notaris 1f
230232,bappeda kab bintan,bappeda kab bin ahmad yani 
230240,husnul khasanah,husnul khas jelapat i tamban
230251,centra kosambi jaya plastics. pt,centra kosambi jaya plastics pt blok h7 kosambi
230264,kantor pln (unit pelayanan wasuponda),kantor pln unit pelayanan wasuponda wasuponda
230281,kantor kepala kampung tumbit melayu,kantor kepala kampung tumbit melati krueng luah sumut 
230300,toko legacy,toko legian 
230304,maryid,market sungai penuh
230322,kedai bingka ibu zaitun,kedai bin ibu zaitun pekapuran barat notaris 9
230340,gerb villa lotus cipanas,gerbang villa lotus cipayung j ra cipayung puncak sindangjaya cipanas
230346,alifia,ali haji fachrudin 
230430,mega carpet,mega car k h masjid mansion 
230442,sd negeri 1 cilingga,sd negeri 1 ciliwung cilingga
230450,cahaya gading abadi. cv,cahaya gading abadi cv purwodadi
230468,badan narkotika nasional (bnn),badan narkotika nasional bnn jenderal sudirman besusu tengah kisaran barat kota
230474,damai indah kaca titis. pt,damai indah kaca titien pt sinarmas gunung
230481,angkringan & lotek bu yanti,angkringan lotek bu yanti condong catur depok
230494,toko tambunan,toko tambahan raya cibar sukaresmi cikarang selatan
230514,toko bangunan dan elektrik acim baru,abdullah solikin toko bangunan dan elektro acim baru salahutu
230524,ud. herayati jahud,ud herawati jahud denki ciseureuh
230526,kodai maskos sh.,kodai masjid sh kampung baru
230533,sd negeri 17 lawang kidul,sd negeri 17 law kidul jl dulra tegal rejo lawang kidul
230536,alfamrt j925 grand ci,alfamart j925 grand ci raya pekayon pekayon jaya
230548,pam gki lembah yordan organda,pam gki lembah yordan organik hedam heram
230611,puskesmas banjarsari,puskesmas banjar raya doro doro doro
230616,dev beauty studio,devina beauty studio citra gran cibubur notaris e11 8
230669,sma muhammadiyah gubug 2010-2011,sma muhammadiyah gubug 2010 pempek godong
230699,sd islam as-syafiiyah 02,sd islam as syaf 02 raya jatiwaringin notaris 300
230705,kursus mengemudi talenta mjp,kurnia mengemudi talenta mjp gg h mansion 88 bojongsoang
230720,eka suswika,eka suswanto lintas timur indralaya selatan
230773,markipat industries,mark industries pamitran cijantung pasar rebo
230783,sarana teknindo serasi. cv,sarana teknik serasi cv raya kel dua kelapa dua
230785,southern chemicals & engineering pt,southern chemicals engineering pt peta
230795,toko besi mbah'e,toko besi mba let sutera 
230797,mushalla ad daulat,musholla ad daulay sunggingan
230825,www.parfumku.net,www parfumku peternak barat kupang krajan
230836,nirmala surfer guest house,nirmala surabi guest house 
230895,happy seafood-ho,happy seafood bakalan batu sei rengas permata
230910,ra ba ta sakinah,ra b sakinah ikan piranti lowokwaru
230964,gembong,gg 3 101 kapasan gembira rta 7 rw 5 simokerto
230982,warung toak mas cahyo,warung toak masjid cahyo 
230985,majelis ta'lim al-inabah,majelis ta lim al in harapan jaya
231007,sd negeri 2 malomba,sd negeri 2 malo trans sulawesi
231013,pp manbail futuh putra,pp manbaul futuh putra 
231027,wiella collection,wienda collection pangkas hidayah
231030,banana junior,ban junior kebon jati notaris 4b rw 2 kampung bali
231055,"digital valley, 4th floor menara bandung",sukarasa digital valley 4th floor menara bandung geg hilir notaris 47 sukasari
231060,persatuan alumni jerman,persatuan alumni jernih sanggar naw aluh pahlawan
231065,wm padang uni pat rao rao,wm padang uni patrol rao rao kyai gede salatiga 
231069,ud. cahaya al-amin,ud cahaya al amin s parfum praya praya
231084,rubiyati,rubi batas muara bulian batang 
231088,majelis taklim al anshor,majelis taklim al ans bukit ketok belinyu
231091,cibinong city mall,pakansari cibitung city mall tegar beringin 1 16915 cibinong
231097,tk aba kendal growong,tk abadi kendal growong muntilan
231104,rabitah,rabi seruput pemongkong
231115,four point seminyak 20,four point semi 20 pet kuta utara
231150,warunk doremie,warunk doresti hm ash cibinong
231158,erafone itc roxy mas lt 2 no.85,erafone itc roxy masjid lt 2 notaris 85 roxy masjid notaris 2 6
231162,kerabat i toko,keramik i toko melati 4 lowokwaru
231168,martabak lion kekinian,mart lion kekinian alur laut notaris 25 10
231193,mentari jaya komputer,mentari jaya komplek man dua selatan 
231210,sumber berkat,sumber berkah taman harapan baru medan satria
231211,bii finance center. pt,lucky estate notaris a83 bii finance central pt batu selicin lubuk baja
231219,warung muslim bu may lumajang,ahmad yani notaris 48 warung muslim bu mayora lumajang banjar anyar kediri
231241,gallery al-zahra pemurus,gallery al zahra pemuda sepakat
231245,dr. beni satria m. kes,baja raya notaris 9 dr beni satria m kes
231260,perumahan muria indah,perum muria indah bromo vi gg gondangmanis bae
231265,cv. umbul kencono,cv umbul kencana wonogiri 
231287,bimbel brilian,bimbel brilink k s tubun debong tengah
231301,dokter gigi juliani k isbandiono,dokter gigi juli k isbandiono cipinang baru bun pulo gadung
231303,panama tailor,pantai tailor prof dr aloe saboe
231311,perumahan permata puri 2,perum permata puri 2 blulukan
231315,khalifah offset,khalifah office jawa dalam 2
231322,tk gotong royong,tk gotong roy wiyung wiyung
231328,"ppat astrid paramitha, s.h., m.kn",ppat astrid paramitha s h m kn pemuda 
231333,sma swasta ma arif karangmoncol,sma swasta ma arif karangmalang tunjungmuli
231339,berdikari niaga utama. pt,berdikari niaga utama pt laksamana yos sudarso tanjung priok
231342,jos'sh kardus,joshua sh karang jekulo
231343,markas bompanser,market bompanser raya gabus wetan kandanghaur
231369,"dwi harjoko, s.h",dwi harjaya s h ganesha 2 purworejo sari
231379,musholla al-ikhlash bolon asri,musholla al ikhlas bolon asri colomadu
231382,martabak & terang bulan bandung,mart terang bulan bandung suko rejo
231432,a.a.a. busana tradisional dan tata rias bali,a a a busana tradisional dan tata rias bali veteran dangin puri kauh
231458,laboratorium komputer dan bahasa khusus anak,laboratorium komputer dan bahari khusus anak raya blimbing indah polowijen
231473,international languange programs(ilp) cimanggu,international languange program cimanggu kh soleh iskandar 
231479,alon 2 serang,alon 2 servis mawar banjar sari cipocok jaya
231487,saerah accu,brigjend katapang notaris 54 sae accu 
231496,cv. hemmamuna,cv hemmamuna sari dana i denpasar utara
231529,masjid al-fatah,masjid al fatah desak
231540,sinar harapan. pt,sinar harapan pt simo kwag buntu lor kupang krajan sawahan
231551,tpa baiturrahim,tpa baiturrohim koto baru
231553,majestyk bakery & cake shop,majelis bakery cake shop prima wisata deli tua
231558,balai desa losari,balai desa los raya luunggede ampelgading
231596,sd negeri 9 batudaa pantai,sd negeri 9 batu pantai tontayuo
231604,warnet tantan,warung tan poros kali nabire
231614,anugrah ponsel,anugrah pondok ceger raya 
231624,tk arifatur rahmat,tk arif rahayu dr krt r widy rawa terate cakung
231625,pt enka taiwan jaya,pt enka tailor jaya 
231662,patokan restoran sedap santap geprek msuk kedalem nanti ktmu,patokan restoran sedap sandal geprek msuk kedalem nanti ktmu musholla al abbass rawa panjang bojonggede
231674,ishibo bali shop,ishlah bali shop ketut natih abang
231675,terima jasa lukisan henna,terima jasa luki henna pek panjunan
231709,pangkalan lpg sucipto,pangkalan lpg suci pasar manna
231711,es kelapa aneka rasa kelapa obat,es kel aneka rasa kelapa obat 
231744,"dentes, dental clinic",dentes dental clinic danau batur raya jimbaran
231747,tahu lontong telor jember samanhudi,tahu lontong telor jemaat samanhudi melati jember kidul kaliwates
231755,m-agen ncs,m a ncs gunung ibul prabumulih timur
231764,banjarsari kel.,banjar kel way sulan
231771,planta medika loka,plantation medika loka panca notaris 4 16736
231822,suminatun ny,sumin ny krueng lama i
231839,marutaka hompo,marunda hompo tukad sanggar hyang 
231841,elekra advertising,eleven advertising puri kemba 
231845,intech,intrax raya pangalengan 
231846,tcc batavia lantai 20,kebon kacang tcc batagor lantai 20 jl kyai haji masjid mansion notaris 126 rta 5 7 tanah abang
231880,hj. marifah,hj mari haurpanggung tarogong kidul
231882,masjid jami al-qudwah,masjid jami al qur taman krakatau raya sumber jaya
231888,fotokopi,foto gatot subroto
231899,gedung wira kesari,gedung wira kes sukawati
231902,yasar. cv,yasmin cv
231944,poskesdes pendem,poskesdes penyet 
231971,sakarum skin care,sakarum saka skin care 
231976,bayu prasasti,bayu prasetyo cikedung
231979,star group indonesia. pt,star group indonesia pt lodan 2 jati pulo gadung
232016,masjid al-hidayah,masjid al hidayah panjangrejo
232039,toko bu latus buka jam 07.00-21.00 1 motor (,kaki gang 3 c 11 toko bu latus buka jam 07 00 1 motor rta 8 6 blimbing
232040,multi karya. cv,multi karang cv raya rungkut mapan rungkut tengah
232058,istar yuliadi dr,dr wahidah notaris 1 istar yuli dr
232060,towers watson indonesia,towers wathon indonesia kuningan barat notaris 9 rw 3
232064,malibu pt,malang pt turangga
232068,"grha dmentor, ruko sumber baru square 1 kavling o",ring utama grha dmentor ruko sumber baru square 1 kavling o mlati
232077,madrasah ibtidaiyah al-hidayah,madrasah ibtidaiyah al hidayah sempurna payung sekaki
232088,madrasah tsanawiyah matholi'un najah,tlogosari madrasah tsanawiyah matholi najah 59161
232110,sumber tengah kel.,sumber tengah kel besuki sumber tengah
232129,kentucky fried chicken,kentang fried chicken chairil anwar margahayu bekasi timur
232151,kios warsilah,kios warsini mt haryono
232154,pondok sa adelia,pondok sa ade ahmad yani cikole
232169,baswan,basuki kuantan tengah
232195,prima group. ud,prima grosir ud pahlawan 
232251,warkop in'da,warung in da wahidah sudiroh malimongan
232257,wartel yon bekang divif 2 kostrad,wartel yon bekasi divif 2 kost perum asa 
232258,bank negara indonesia missi pasaraya,bank negeri indonesia missi pasaraya durian lagaligo wara
232281,kantor pu pengairan,kantor pu pengantin batas sumbar mu lubuk gedang lubuk pinang
232283,pa darul aitam nw pancor,pa darul aitam nw pantai teungoh zainuddin abdul majid pancor
232287,sate ayam madura p. udin,sate ayam madura p udin gubernur suryo magetan
232303,cabang warung coto prambors,cabang warung coto pramuka kh ramli notaris 42 ende wajo
232309,kedai pandhoek,kedai pandawa
232319,sulaiman,sulawesi kere kampung sawahan 
232335,virdes collection,vir collection cluring
232339,pak sahrul,pak sahara jenderal sudirman tandun tandun
232344,apartemen bassura city tower dahlia lantai dasar,jl basuki jl jenderal basuki rahayu 1 cipinang muara apartment bassura city tower dahlia lantai dasar 2 jatinegara
232348,station sticker dan aksesoriss,station sticker dan aksesories m sya guguk panjang guguak panjang 
232363,warkop bersih sakha,warkop berkah sakha kedaton residence pamulang
232378,lembaga bimbingan belajar primagama - bangli bali,brigjend ngunan raihan notaris 36 lembaga bimbingan belajar prima bangli bali bangli
232398,putrama packaging,putrias packaging kabupaten 
232406,masjid al-ulum,masjid al u 
232408,toko teleskop,toko telepon cijen wangunsari lembang
232410,toko sakira,toko sakura kepahyang tabam
232417,kupat tahu legend bah untung,kupat tahu legian bahari untung bima ambarketawang gamping
232428,service point oriflame  spo 2093 merline eva i made agus - malang,raya singo 12 service point oriflame sports 2093 merlang eva i made agus malang
232443,praktek drg. ekatri syafrianti,praktek drg ekatri syafrianti danau kembar
232472,patimura ikan hias,pati ikan hias kaliwates
232475,dian bali mas wikarya. pt,dian bali masjid wika pt raya semi 4x seminyak
232488,air lahang si abah,wastu kencana notaris f2 20 air lah si abah serpong
232508,wiratech,wira bubu 
232531,biro haji dewangga,biro haji dewa ngesrep timur iv 
232538,zulman,zul sultan thaha rengas condong
232597,rumah makan nurmarisa,rumah makan nurma perjuangan sido rejo
